Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
248,B_10kB,10240,2.005495071411133,5105.971161921029,1669,768,901,1
249,B_10kB,10240,1.0027997493743896,10211.410609534321,1098,787,311,1
250,B_10kB,10240,1.0028493404388428,10210.905653603977,1223,719,504,1
251,B_10kB,10240,1.003119945526123,10208.151124568913,1490,522,968,1
252,B_10kB,10240,1.0035121440887451,10204.161514456402,1540,1010,530,1
253,B_10kB,10240,1.0027313232421875,10212.107433614852,1668,992,676,1
254,B_10kB,10240,1.0079874992370605,10158.856144298012,1635,862,773,1
255,B_10kB,10240,1.0109682083129883,10128.904070176035,1519,589,930,1
256,B_10kB,10240,1.0132884979248047,10105.710289785507,988,643,345,1
257,B_10kB,10240,1.0194008350372314,10045.11635467319,1728,1084,644,1
258,B_10kB,10240,1.0186378955841064,10052.63994633558,1851,942,909,1
259,B_10kB,10240,0.5075628757476807,20174.840377984034,10240,0,10240,1
260,B_10kB,10240,1.0049374103546143,10189.689322429136,10240,0,10240,1
261,B_10kB,10240,1.008756160736084,10151.11520362654,10240,0,10240,1
262,B_10kB,10240,1.0088846683502197,10149.822195975063,10240,0,10240,1
263,B_10kB,10240,1.142423152923584,8963.403773632157,1883,1142,741,1
264,B_10kB,10240,1.0169322490692139,10069.500706042661,10240,0,10240,1
265,B_10kB,10240,1.0115082263946533,10123.496510254508,1113,883,230,1
266,B_10kB,10240,1.011430263519287,10124.276847688701,1874,942,932,1
267,B_10kB,10240,1.0082600116729736,10156.110409465804,1421,1098,323,1
268,B_10kB,10240,1.0088553428649902,10150.11723179263,637,536,101,1
269,B_10kB,10240,1.016331434249878,10075.453395336355,1911,727,1184,1
270,B_10kB,10240,1.0179417133331299,10059.515064443454,1004,646,358,1
271,B_10kB,10240,1.015073537826538,10087.93906885382,783,339,444,1
272,B_10kB,10240,1.0074379444122314,10164.397774370424,1814,1084,730,1
273,B_10kB,10240,1.0037202835083008,10202.045498381438,1152,549,603,1
274,B_10kB,10240,1.004051685333252,10198.678165259262,1141,640,501,1
275,B_10kB,10240,1.0170152187347412,10068.679220690015,1752,968,784,1
276,B_10kB,10240,1.007267951965332,10166.113177749985,1370,813,557,1
277,B_10kB,10240,1.01416015625,10097.024554646125,816,614,202,1
278,B_10kB,10240,1.0103051662445068,10135.551457253252,2086,1102,984,1
279,B_10kB,10240,2.0096819400787354,5095.333642496094,1402,1021,381,1
280,B_10kB,10240,1.0031664371490479,10207.678029083192,1434,1086,348,1
281,B_10kB,10240,1.003488540649414,10204.401530458053,1829,1296,533,1
282,B_10kB,10240,1.0057287216186523,10181.672035297364,1434,965,469,1
283,B_10kB,10240,1.0035593509674072,10203.681516323757,1038,743,295,1
284,B_10kB,10240,1.003544807434082,10203.829389723205,2651,1311,1340,1
285,B_10kB,10240,1.003751516342163,10201.728050500245,1247,683,564,1
286,B_10kB,10240,1.0043132305145264,10196.022205894746,1254,659,595,1
287,B_10kB,10240,1.0032224655151367,10207.107946632697,1698,775,923,1
288,B_10kB,10240,1.0037031173706055,10202.219981966044,1373,883,490,1
289,B_10kB,10240,1.0030152797698975,10209.216356453879,1217,968,249,1
290,B_10kB,10240,1.0034582614898682,10204.709446306544,2156,1104,1052,1
291,B_10kB,10240,1.0040111541748047,10199.089878056426,814,710,104,1
292,B_10kB,10240,1.0034267902374268,10205.029504521255,934,350,584,1
293,B_10kB,10240,1.0053176879882812,10185.8349080588,1893,803,1090,1
294,B_10kB,10240,0.13220906257629395,77453.08680402146,1174,606,568,1
295,B_10kB,10240,1.504941701889038,6804.250282350813,1162,1036,126,1
296,B_10kB,10240,1.003434181213379,10204.954337530662,663,643,20,1
297,B_10kB,10240,1.0026178359985352,10213.26335153583,1405,926,479,1
298,B_10kB,10240,1.003833293914795,10200.896963743433,2530,1201,1329,1
299,B_10kB,10240,1.003380537033081,10205.49992954706,1135,534,601,1
300,B_10kB,10240,1.0038173198699951,10201.0592936633,1214,758,456,1
301,B_10kB,10240,1.0034358501434326,10204.937364492487,1046,654,392,1
302,B_10kB,10240,1.0046987533569336,10192.109789910422,314,294,20,1
303,B_10kB,10240,1.0063588619232178,10175.296693299533,10240,0,10240,1
304,B_10kB,10240,1.010554552078247,10133.050194015768,879,665,214,1
305,B_10kB,10240,1.00697660446167,10169.054528803386,314,294,20,1
306,B_10kB,10240,1.0022320747375488,10217.19445836087,10240,0,10240,1
307,B_10kB,10240,1.0057542324066162,10181.413778888353,912,379,533,1
308,B_10kB,10240,1.0037503242492676,10201.740166468964,2155,1145,1010,1
